cp,municipality_name,province_slug
38767,Los Llanos de Aridane,santa-cruz-de-tenerife
38768,Los Llanos de Aridane,santa-cruz-de-tenerife
38769,Los Llanos de Aridane,santa-cruz-de-tenerife
38370,La Matanza de Acentejo,santa-cruz-de-tenerife
38379,La Matanza de Acentejo,santa-cruz-de-tenerife
38300,La Orotava,santa-cruz-de-tenerife
38310,La Orotava,santa-cruz-de-tenerife
38311,La Orotava,santa-cruz-de-tenerife
38312,La Orotava,santa-cruz-de-tenerife
38313,La Orotava,santa-cruz-de-tenerife
38314,La Orotava,santa-cruz-de-tenerife
38315,La Orotava,santa-cruz-de-tenerife
38750,El Paso,santa-cruz-de-tenerife
38758,El Paso,santa-cruz-de-tenerife
38400,Puerto de la Cruz,santa-cruz-de-tenerife
38789,Puntagorda,santa-cruz-de-tenerife
38714,Puntallana,santa-cruz-de-tenerife
38715,Puntallana,santa-cruz-de-tenerife
38410,Los Realejos,santa-cruz-de-tenerife
38412,Los Realejos,santa-cruz-de-tenerife
38413,Los Realejos,santa-cruz-de-tenerife
38414,Los Realejos,santa-cruz-de-tenerife
38415,Los Realejos,santa-cruz-de-tenerife
38416,Los Realejos,santa-cruz-de-tenerife
38417,Los Realejos,santa-cruz-de-tenerife
38418,Los Realejos,santa-cruz-de-tenerife
38419,Los Realejos,santa-cruz-de-tenerife
38109,El Rosario,santa-cruz-de-tenerife
38190,El Rosario,santa-cruz-de-tenerife
38290,El Rosario,santa-cruz-de-tenerife
38720,San Andrés y Sauces,santa-cruz-de-tenerife
38729,San Andrés y Sauces,santa-cruz-de-tenerife
38420,San Juan de la Rambla,santa-cruz-de-tenerife
38428,San Juan de la Rambla,santa-cruz-de-tenerife
38429,San Juan de la Rambla,santa-cruz-de-tenerife
38620,San Miguel de Abona,santa-cruz-de-tenerife
38628,San Miguel de Abona,santa-cruz-de-tenerife
38629,San Miguel de Abona,santa-cruz-de-tenerife
38800,San Sebastián de la Gomera,santa-cruz-de-tenerife
38801,San Sebastián de la Gomera,santa-cruz-de-tenerife
38700,Santa Cruz de la Palma,santa-cruz-de-tenerife
38001,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38002,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38003,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38004,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38005,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38006,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38007,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38008,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38009,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38010,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38107,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38110,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38111,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38120,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38129,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38130,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38139,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38140,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38150,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38160,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38170,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38180,Santa Cruz de Tenerife,santa-cruz-de-tenerife
38390,Santa Úrsula,santa-cruz-de-tenerife
38398,Santa Úrsula,santa-cruz-de-tenerife
38399,Santa Úrsula,santa-cruz-de-tenerife
38683,Santiago del Teide,santa-cruz-de-tenerife
38684,Santiago del Teide,santa-cruz-de-tenerife
38690,Santiago del Teide,santa-cruz-de-tenerife
38359,El Sauzal,santa-cruz-de-tenerife
38360,El Sauzal,santa-cruz-de-tenerife
38435,Los Silos,santa-cruz-de-tenerife
38470,Los Silos,santa-cruz-de-tenerife
38340,Tacoronte,santa-cruz-de-tenerife
38350,Tacoronte,santa-cruz-de-tenerife
38355,Tacoronte,santa-cruz-de-tenerife
38356,Tacoronte,santa-cruz-de-tenerife
38357,Tacoronte,santa-cruz-de-tenerife
38358,Tacoronte,santa-cruz-de-tenerife
38770,Tazacorte,santa-cruz-de-tenerife
38779,Tazacorte,santa-cruz-de-tenerife
38280,Tegueste,santa-cruz-de-tenerife
38289,Tegueste,santa-cruz-de-tenerife
38292,Tegueste,santa-cruz-de-tenerife
38780,Tijarafe,santa-cruz-de-tenerife
38900,Valverde,santa-cruz-de-tenerife
38910,Valverde,santa-cruz-de-tenerife
38915,Valverde,santa-cruz-de-tenerife
38916,Valverde,santa-cruz-de-tenerife
38852,Valle Gran Rey,santa-cruz-de-tenerife
38870,Valle Gran Rey,santa-cruz-de-tenerife
38879,Valle Gran Rey,santa-cruz-de-tenerife
38892,Valle Gran Rey,santa-cruz-de-tenerife
38840,Vallehermoso,santa-cruz-de-tenerife
38849,Vallehermoso,santa-cruz-de-tenerife
38850,Vallehermoso,santa-cruz-de-tenerife
38860,Vallehermoso,santa-cruz-de-tenerife
38891,Vallehermoso,santa-cruz-de-tenerife
38380,La Victoria de Acentejo,santa-cruz-de-tenerife
38389,La Victoria de Acentejo,santa-cruz-de-tenerife
38613,Vilaflor de Chasna,santa-cruz-de-tenerife
38614,Vilaflor de Chasna,santa-cruz-de-tenerife
38730,Villa de Mazo,santa-cruz-de-tenerife
38738,Villa de Mazo,santa-cruz-de-tenerife
38739,Villa de Mazo,santa-cruz-de-tenerife
38914,El Pinar de El Hierro,santa-cruz-de-tenerife
38917,El Pinar de El Hierro,santa-cruz-de-tenerife
39320,Alfoz de Lloredo,santander
39329,Alfoz de Lloredo,santander
39525,Alfoz de Lloredo,santander
39526,Alfoz de Lloredo,santander
39539,Alfoz de Lloredo,santander
39590,Alfoz de Lloredo,santander
39840,Ampuero,santander
39849,Ampuero,santander
39850,Ampuero,santander
39451,Anievas,santander
39450,Arenas de Iguña,santander
39197,Argoños,santander
39193,Arnuero,santander
39195,Arnuero,santander
39813,Arredondo,santander
39610,El Astillero,santander
39611,El Astillero,santander
39613,El Astillero,santander
39760,Bárcena de Cicero,santander
39761,Bárcena de Cicero,santander
39790,Bárcena de Cicero,santander
39791,Bárcena de Cicero,santander
39796,Bárcena de Cicero,santander
39420,Bárcena de Pie de Concha,santander
39170,Bareyo,santander
39190,Bareyo,santander
39191,Bareyo,santander
39500,Cabezón de la Sal,santander
39506,Cabezón de la Sal,santander
39507,Cabezón de la Sal,santander
39509,Cabezón de la Sal,santander
39591,Cabezón de la Sal,santander
39592,Cabezón de la Sal,santander
39571,Cabezón de Liébana,santander
39573,Cabezón de Liébana,santander
39574,Cabezón de Liébana,santander
39510,Cabuérniga,santander
39511,Cabuérniga,santander
39518,Cabuérniga,santander
39558,Cabuérniga,santander
39582,Camaleño,santander
39586,Camaleño,santander
39587,Camaleño,santander
39588,Camaleño,santander
39589,Camaleño,santander
39600,Camargo,santander
39608,Camargo,santander
39609,Camargo,santander
39290,Campoo de Yuso,santander
39291,Campoo de Yuso,santander
39292,Campoo de Yuso,santander
39293,Campoo de Yuso,santander
39294,Campoo de Yuso,santander
39311,Cartes,santander
39460,Cartes,santander
39650,Castañeda,santander
39660,Castañeda,santander
39700,Castro-Urdiales,santander
39706,Castro-Urdiales,santander
39707,Castro-Urdiales,santander
39708,Castro-Urdiales,santander
39709,Castro-Urdiales,santander
39780,Castro-Urdiales,santander
39798,Castro-Urdiales,santander
39407,Cieza,santander
39580,Cillorigo de Liébana,santander
39583,Cillorigo de Liébana,santander
39584,Cillorigo de Liébana,santander
39585,Cillorigo de Liébana,santander
39750,Colindres,santander
39520,Comillas,santander
39528,Comillas,santander
39400,Los Corrales de Buelna,santander
39408,Los Corrales de Buelna,santander
39680,Corvera de Toranzo,santander
39682,Corvera de Toranzo,santander
39697,Corvera de Toranzo,santander
39699,Corvera de Toranzo,santander
39200,Campoo de Enmedio,santander
39212,Campoo de Enmedio,santander
39213,Campoo de Enmedio,santander
39491,Campoo de Enmedio,santander
39715,Entrambasaguas,santander
39716,Entrambasaguas,santander
39719,Entrambasaguas,santander
39795,Escalante,santander
39778,Guriezo,santander
39786,Guriezo,santander
39787,Guriezo,santander
39788,Guriezo,santander
39880,Guriezo,santander
39730,Hazas de Cesto,santander
39738,Hazas de Cesto,santander
39739,Hazas de Cesto,santander
39210,Hermandad de Campoo de Suso,santander
39211,Hermandad de Campoo de Suso,santander
39549,Herrerías,santander
39550,Herrerías,santander
39551,Herrerías,santander
39594,Herrerías,santander
39770,Laredo,santander
39777,Laredo,santander
39776,Liendo,santander
39718,Liérganes,santander
39722,Liérganes,santander
39727,Liérganes,santander
39820,Limpias,santander
39687,Luena,santander
39688,Luena,santander
39130,Marina de Cudeyo,santander
39618,Marina de Cudeyo,santander
39792,Marina de Cudeyo,santander
39619,Medio Cudeyo,santander
39710,Medio Cudeyo,santander
39724,Medio Cudeyo,santander
39192,Meruelo,santander
39310,Miengo,santander
39312,Miengo,santander
39318,Miengo,santander
39723,Miera,santander
39725,Miera,santander
39728,Miera,santander
39430,Molledo,santander
39438,Molledo,santander
39439,Molledo,santander
39180,Noja,santander
39627,Penagos,santander
39572,Pesaguero,santander
39120,Piélagos,santander
39470,Piélagos,santander
39477,Piélagos,santander
39478,Piélagos,santander
39479,Piélagos,santander
39612,Piélagos,santander
39556,Polaciones,santander
39557,Polaciones,santander
39313,Polanco,santander
39570,Potes,santander
39670,Puente Viesgo,santander
39679,Puente Viesgo,santander
39800,Ramales de la Victoria,santander
39805,Ramales de la Victoria,santander
39809,Ramales de la Victoria,santander
39811,Ramales de la Victoria,santander
39815,Ramales de la Victoria,santander
39860,Rasines,santander
39530,Reocín,santander
39538,Reocín,santander
39140,Ribamontán al Mar,santander
39146,Ribamontán al Mar,santander
39150,Ribamontán al Mar,santander
39160,Ribamontán al Mar,santander
39793,Ribamontán al Monte,santander
39794,Ribamontán al Monte,santander
39553,Rionansa,santander
39554,Rionansa,santander
39559,Rionansa,santander
39720,Riotuerto,santander
39416,Las Rozas de Valdearroyo,santander
39417,Las Rozas de Valdearroyo,santander
39513,Ruente,santander
39812,Ruesga,santander
39527,Ruiloba,santander
39409,San Felices de Buelna,santander
39683,San Pedro del Romeral,santander
39686,San Pedro del Romeral,santander
39726,San Roque de Riomiera,santander
39100,Santa Cruz de Bezana,santander
39108,Santa Cruz de Bezana,santander
39110,Santa Cruz de Bezana,santander
39620,Santa María de Cayón,santander
39626,Santa María de Cayón,santander
39694,Santa María de Cayón,santander
39001,Santander,santander
39002,Santander,santander
39003,Santander,santander
39004,Santander,santander
39005,Santander,santander
39006,Santander,santander
39007,Santander,santander
39008,Santander,santander
39009,Santander,santander
39010,Santander,santander
39011,Santander,santander
39012,Santander,santander
39314,Santillana del Mar,santander
39330,Santillana del Mar,santander
39360,Santillana del Mar,santander
39390,Santillana del Mar,santander
39490,Santiurde de Reinosa,santander
39689,Santiurde de Toranzo,santander
39691,Santiurde de Toranzo,santander
39698,Santiurde de Toranzo,santander
39740,Santoña,santander
39749,Santoña,santander
39540,San Vicente de la Barquera,santander
39547,San Vicente de la Barquera,santander
39548,San Vicente de la Barquera,santander
39639,Saro,santander
39696,Selaya,santander
39806,Soba,santander
39807,Soba,santander
39808,Soba,santander
39717,Solórzano,santander
39340,Suances,santander
39350,Suances,santander
39517,Los Tojos,santander
39300,Torrelavega,santander
39315,Torrelavega,santander
39316,Torrelavega,santander
39317,Torrelavega,santander
39555,Tudanca,santander
39593,Valdáliga,santander
39410,Valdeolea,santander
39418,Valdeolea,santander
39248,Valdeprado del Río,santander
39419,Valdeprado del Río,santander
39220,Valderredible,santander
39229,Valderredible,santander
39230,Valderredible,santander
39560,Val de San Vicente,santander
39569,Val de San Vicente,santander
39575,Vega de Liébana,santander
39577,Vega de Liébana,santander
39685,Vega de Pas,santander
39640,Villacarriedo,santander
39649,Villacarriedo,santander
39630,Villafufre,santander
39638,Villafufre,santander
39762,Voto,santander
39764,Voto,santander
39766,Voto,santander
40141,Abades,segovia
40192,Adrada de Pirón,segovia
40354,Adrados,segovia
40340,Aguilafuente,segovia
40529,Alconada de Maderuelo,segovia
40389,Aldealcorvo,segovia
40162,Aldealengua de Pedraza,segovia
40555,Aldealengua de Santa María,segovia
40532,Aldeanueva de la Serrezuela,segovia
40462,Aldeanueva del Codonal,segovia
40292,Aldea Real,segovia
40235,Aldeasoña,segovia
40533,Aldehorno,segovia
40530,Aldeonte,segovia
40531,Aldeonte,segovia
40121,Anaya,segovia
40492,Añe,segovia
40173,Arahuetes,segovia
40184,Arahuetes,segovia
40164,Arcones,segovia
40185,Arevalillo de Cega,segovia
40191,Armuña,segovia
40491,Armuña,segovia
40494,Armuña,segovia
40214,Ayllón,segovia
40512,Ayllón,segovia
40514,Ayllón,segovia
40520,Ayllón,segovia
40594,Ayllón,segovia
40180,Basardilla,segovia
40144,Bercial,segovia
40550,Bercimuel,segovia
40430,Bernardos,segovia
40190,Bernuy de Porreros,segovia
40560,Boceguillas,segovia
40568,Boceguillas,segovia
40182,Caballar,segovia
40392,Cabañas de Polendos,segovia
40396,Cabezuela,segovia
40356,Calabazas de Fuentidueña,segovia
40551,Campo de San Pedro,segovia
40552,Campo de San Pedro,segovia
40553,Campo de San Pedro,segovia
40320,Cantalejo,segovia
40380,Cantalejo,segovia
40360,Cantimpalos,segovia
40270,Carbonero el Mayor,segovia
40331,Carrascal del Río,segovia
40590,Casla,segovia
40593,Castillejo de Mesleón,segovia
40315,Castro de Fuentidueña,segovia
40318,Castroserna de Abajo,segovia
40316,Castroserracín,segovia
40591,Cerezo de Abajo,segovia
40592,Cerezo de Arriba,segovia
40332,Cobos de Fuentidueña,segovia
40480,Coca,segovia
40496,Coca,segovia
40463,Codorniz,segovia
40464,Codorniz,segovia
40170,Collado Hermoso,segovia
40200,Cuéllar,segovia
40210,Cuéllar,segovia
40211,Cuéllar,segovia
40215,Cuéllar,segovia
40230,Cuéllar,segovia
40231,Cuéllar,segovia
40232,Cuéllar,segovia
40241,Cuéllar,segovia
40242,Cuéllar,segovia
40216,Chañe,segovia
40495,Domingo García,segovia
40469,Donhierro,segovia
40312,Duruelo,segovia
40391,Encinillas,segovia
40350,Escalona del Prado,segovia
40291,Escarabajosa de Cabezas,segovia
40393,Escobar de Polendos,segovia
40400,El Espinar,segovia
40410,El Espinar,segovia
40419,El Espinar,segovia
40424,El Espinar,segovia
40217,Fresneda de Cuéllar,segovia
40156,Fresno de Cantespino,segovia
40418,Fresno de Cantespino,segovia
40516,Fresno de Cantespino,segovia
40518,Fresno de Cantespino,segovia
40540,Fresno de la Fuente,segovia
40298,Frumales,segovia
40359,Fuente el Olmo de Fuentidueña,segovia
40218,Fuente el Olmo de Íscar,segovia
40260,Fuentepelayo,segovia
40358,Fuentepiñel,segovia
40330,Fuenterrebollo,segovia
40355,Fuentesaúco de Fuentidueña,segovia
40314,Fuentesoto,segovia
40357,Fuentidueña,segovia
40120,Garcillán,segovia
40240,Gomezserracín,segovia
40569,Grajera,segovia
40541,Honrubia de la Cuesta,segovia
40353,Hontalbilla,segovia
40490,Hontanares de Eresma,segovia
40151,Ituero y Lama,segovia
40131,Juarros de Riomoros,segovia
40445,Juarros de Voltoya,segovia
40146,Labajos,segovia
40236,Laguna de Contreras,segovia
40556,Languilla,segovia
40352,Lastras de Cuéllar,segovia
40142,Lastras del Pozo,segovia
40196,La Lastrilla,segovia
40420,La Losa,segovia
40554,Maderuelo,segovia
40133,Marazuela,segovia
40130,Martín Miguel,segovia
40466,Martín Muñoz de la Dehesa,segovia
40446,Martín Muñoz de las Posadas,segovia
40163,Matabuena,segovia
40175,La Matilla,segovia
40444,Melque de Cercos,segovia
40234,Membibre de la Hoz,segovia
40441,Migueláñez,segovia
40468,Montejo de Arévalo,segovia
40542,Montejo de la Vega de la Serrezuela,segovia
40250,Mozoncillo,segovia
40145,Muñopedro,segovia
40183,Muñoveros,segovia
40450,Nava de la Asunción,segovia
40461,Nava de la Asunción,segovia
40161,Navafría,segovia
40280,Navalmanzano,segovia
40561,Navares de Ayuso,segovia
40470,Navas de Oro,segovia
40408,Navas de San Antonio,segovia
40447,Nieva,segovia
40220,Olombrada,segovia
40233,Olombrada,segovia
40176,Orejana,segovia
40422,Otero de Herreros,segovia
40567,Pajarejos,segovia
40194,Palazuelos de Eresma,segovia
40172,Pedraza,segovia
40296,Pinarejos,segovia
40294,Pinarnegrillo,segovia
40165,Prádena,segovia
40500,Riaza,segovia
40510,Riaza,segovia
40511,Riaza,segovia
40517,Riaza,segovia
40513,Ribota,segovia
40515,Riofrío de Riaza,segovia
40290,Roda de Eresma,segovia
40237,Sacramenia,segovia
40442,Samboal,segovia
40443,Samboal,segovia
40212,San Cristóbal de Cuéllar,segovia
40465,San Cristóbal de la Vega,segovia
40297,Sanchonuño,segovia
40134,Sangarcía,segovia
40100,Real Sitio de San Ildefonso,segovia
40109,Real Sitio de San Ildefonso,segovia
40295,San Martín y Mudrián,segovia
40122,Santa María la Real de Nieva,segovia
40123,Santa María la Real de Nieva,segovia
40135,Santa María la Real de Nieva,segovia
40136,Santa María la Real de Nieva,segovia
40440,Santa María la Real de Nieva,segovia
40448,Santa María la Real de Nieva,segovia
40449,Santa María la Real de Nieva,segovia
40310,Santa Marta del Cerro,segovia
40171,Santiuste de Pedraza,segovia
40460,Santiuste de San Juan Bautista,segovia
40351,Sauquillo de Cabezas,segovia
40001,Segovia,segovia
40002,Segovia,segovia
40003,Segovia,segovia
40004,Segovia,segovia
40005,Segovia,segovia
40006,Segovia,segovia
40153,Segovia,segovia
40154,Segovia,segovia
40195,Segovia,segovia
40300,Sepúlveda,segovia
40311,Sepúlveda,segovia
40317,Sepúlveda,segovia
40467,Tolocirio,segovia
40313,Torreadrada,segovia
40160,Torrecaballeros,segovia
40394,Torreiglesias,segovia
40181,Turégano,segovia
40370,Turégano,segovia
40423,Valdeprados,segovia
40390,Valseca,segovia
40238,Valtiendas,segovia
40140,Valverde del Majano,segovia
40213,Vallelado,segovia
40174,Valleruela de Pedraza,segovia
40395,Veganzones,segovia
40150,Villacastín,segovia
40219,Villaverde de Íscar,segovia
40493,Yanguas de Eresma,segovia
40152,Zarzuela del Monte,segovia
40293,Zarzuela del Pinar,segovia
40421,Ortigosa del Monte,segovia
40132,Marazoleja,segovia
40239,Cuevas de Provanco,segovia
40197,San Cristóbal de Segovia,segovia
41550,Aguadulce,sevilla
41380,Alanís,sevilla
41809,Albaida del Aljarafe,sevilla
41500,Alcalá de Guadaíra,sevilla
41520,Alcalá de Guadaíra,sevilla
41200,Alcalá del Río,sevilla
41209,Alcalá del Río,sevilla
41319,Alcalá del Río,sevilla
41440,Alcolea del Río,sevilla
41449,Alcolea del Río,sevilla
41980,La Algaba,sevilla
41989,La Algaba,sevilla
41661,Algámitas,sevilla
41240,Almadén de la Plata,sevilla
41111,Almensilla,sevilla
41600,Arahal,sevilla
41489,Aznalcázar,sevilla
41849,Aznalcázar,sevilla
41870,Aznalcóllar,sevilla
41570,Badolatosa,sevilla
41599,Badolatosa,sevilla
41805,Benacazón,sevilla
41110,Bollullos de la Mitación,sevilla
41930,Bormujos,sevilla
41310,Brenes,sevilla
41220,Burguillos,sevilla
41729,Las Cabezas de San Juan,sevilla
41730,Las Cabezas de San Juan,sevilla
41900,Camas,sevilla
41910,Camas,sevilla
41429,La Campana,sevilla
41320,Cantillana,sevilla
41339,Carmona,sevilla
41410,Carmona,sevilla
41820,Carrión de los Céspedes,sevilla
41580,Casariche,sevilla
41230,Castilblanco de los Arroyos,sevilla
41908,Castilleja de Guzmán,sevilla
41950,Castilleja de la Cuesta,sevilla
41810,Castilleja del Campo,sevilla
41889,El Castillo de las Guardas,sevilla
41890,El Castillo de las Guardas,sevilla
41898,El Castillo de las Guardas,sevilla
41899,El Castillo de las Guardas,sevilla
41370,Cazalla de la Sierra,sevilla
41450,Constantina,sevilla
41100,Coria del Río,sevilla
41780,Coripe,sevilla
41760,El Coronil,sevilla
41657,Los Corrales,sevilla
10701,Dos Hermanas,sevilla
41073,Dos Hermanas,sevilla
41089,Dos Hermanas,sevilla
41700,Dos Hermanas,sevilla
41701,Dos Hermanas,sevilla
41702,Dos Hermanas,sevilla
41703,Dos Hermanas,sevilla
41704,Dos Hermanas,sevilla
41728,Dos Hermanas,sevilla
41400,Écija,sevilla
41409,Écija,sevilla
41563,Écija,sevilla
41567,Écija,sevilla
41807,Espartinas,sevilla
41560,Estepa,sevilla
41420,Fuentes de Andalucía,sevilla
41439,Fuentes de Andalucía,sevilla
41888,El Garrobo,sevilla
41120,Gelves,sevilla
41860,Gerena,sevilla
41565,Gilena,sevilla
41960,Gines,sevilla
41390,Guadalcanal,sevilla
41210,Guillena,sevilla
41218,Guillena,sevilla
41219,Guillena,sevilla
41830,Huévar del Aljarafe,sevilla
41630,Lantejuela,sevilla
41740,Lebrija,sevilla
41564,Lora de Estepa,sevilla
41430,La Luisiana,sevilla
41897,El Madroño,sevilla
41510,Mairena del Alcor,sevilla
41926,Mairena del Aljarafe,sevilla
41927,Mairena del Aljarafe,sevilla
41929,Mairena del Aljarafe,sevilla
41620,Marchena,sevilla
41569,Marinaleda,sevilla
41658,Martín de la Jara,sevilla
41750,Los Molares,sevilla
41770,Montellano,sevilla
41530,Morón de la Frontera,sevilla
41460,Las Navas de la Concepción,sevilla
41804,Olivares,sevilla
41640,Osuna,sevilla
41720,Los Palacios y Villafranca,sevilla
41727,Los Palacios y Villafranca,sevilla
41928,Palomares del Río,sevilla
41610,Paradas,sevilla
41566,Pedrera,sevilla
41360,El Pedroso,sevilla
41470,Peñaflor,sevilla
41840,Pilas,sevilla
41670,Pruna,sevilla
41540,La Puebla de Cazalla,sevilla
41479,La Puebla de los Infantes,sevilla
41130,La Puebla del Río,sevilla
41250,El Real de la Jara,sevilla
41300,La Rinconada,sevilla
41309,La Rinconada,sevilla
41590,La Roda de Andalucía,sevilla
41880,El Ronquillo,sevilla
41568,El Rubio,sevilla
41909,Salteras,sevilla
41920,San Juan de Aznalfarache,sevilla
41800,Sanlúcar la Mayor,sevilla
41388,San Nicolás del Puerto,sevilla
41389,San Nicolás del Puerto,sevilla
41970,Santiponce,sevilla
41650,El Saucejo,sevilla
41659,El Saucejo,sevilla
41001,Sevilla,sevilla
41002,Sevilla,sevilla
41003,Sevilla,sevilla
41004,Sevilla,sevilla
41005,Sevilla,sevilla
41006,Sevilla,sevilla
41007,Sevilla,sevilla
41008,Sevilla,sevilla
41009,Sevilla,sevilla
41010,Sevilla,sevilla
41011,Sevilla,sevilla
41012,Sevilla,sevilla
41013,Sevilla,sevilla
41014,Sevilla,sevilla
41015,Sevilla,sevilla
41016,Sevilla,sevilla
41017,Sevilla,sevilla
41018,Sevilla,sevilla
41019,Sevilla,sevilla
41020,Sevilla,sevilla
41092,Sevilla,sevilla
41330,Tocina,sevilla
41340,Tocina,sevilla
41940,Tomares,sevilla
41806,Umbrete,sevilla
41471,Utrera,sevilla
41710,Utrera,sevilla
41719,Utrera,sevilla
41907,Valencina de la Concepción,sevilla
41850,Villamanrique de la Condesa,sevilla
41808,Villanueva del Ariscal,sevilla
41350,Villanueva del Río y Minas,sevilla
41359,Villanueva del Río y Minas,sevilla
41660,Villanueva de San Juan,sevilla
41318,Villaverde del Río,sevilla
41140,Isla Mayor,sevilla
41150,Isla Mayor,sevilla
41749,El Cuervo de Sevilla,sevilla
42146,Abejar,soria
42216,Adradas,soria
42100,Ágreda,soria
42107,Ágreda,soria
42108,Ágreda,soria
42133,Alconaba,soria
42351,Alcubilla de Avellaneda,soria
42353,Alcubilla de Avellaneda,soria
42295,Alcubilla de las Peñas,soria
42135,Aldealafuente,soria
42171,Aldealices,soria
42111,Aldealpozo,soria
42180,Aldealseñor,soria
42182,Aldehuela de Periáñez,soria
42173,Las Aldehuelas,soria
42174,Las Aldehuelas,soria
42225,Alentisque,soria
42129,Aliud,soria
42222,Almaluez,soria
42258,Almaluez,soria
42160,Almarza,soria
42161,Almarza,soria
42164,Almarza,soria
42167,Almarza,soria
42169,Almarza,soria
42200,Almazán,soria
42212,Almazán,soria
42126,Almazul,soria
42127,Almazul,soria
42130,Almenar de Soria,soria
42131,Almenar de Soria,soria
42138,Almenar de Soria,soria
42213,Alpanseque,soria
42249,Arcos de Jalón,soria
42250,Arcos de Jalón,soria
42257,Arcos de Jalón,soria
42259,Arcos de Jalón,soria
42269,Arcos de Jalón,soria
42368,Arenillas,soria
42214,Baraona,soria
42210,Barca,soria
42366,Bayubas de Abajo,soria
42360,Berlanga de Duero,soria
42367,Berlanga de Duero,soria
42369,Berlanga de Duero,soria
42193,Blacos,soria
42128,Bliecos,soria
42218,Borjabad,soria
42162,Buitrago,soria
42195,Burgo de Osma-Ciudad de Osma,soria
42196,Burgo de Osma-Ciudad de Osma,soria
42300,Burgo de Osma-Ciudad de Osma,soria
42310,Burgo de Osma-Ciudad de Osma,soria
42311,Burgo de Osma-Ciudad de Osma,soria
42312,Burgo de Osma-Ciudad de Osma,soria
42313,Burgo de Osma-Ciudad de Osma,soria
42318,Burgo de Osma-Ciudad de Osma,soria
42391,Burgo de Osma-Ciudad de Osma,soria
42147,Cabrejas del Pinar,soria
42134,Candilichera,soria
42124,Cañamaque,soria
42137,Carabantes,soria
42181,Carrascosa de la Sierra,soria
42144,Casarejos,soria
42113,Castilruiz,soria
42328,Castillejo de Robledo,soria
42211,Centenera de Andaluz,soria
42175,Cerbón,soria
42145,Cidones,soria
42114,Cigudosa,soria
42217,Coscurita,soria
42223,Coscurita,soria
42157,Covaleda,soria
42148,Cubilla,soria
42191,Cubo de la Solana,soria
42290,Cubo de la Solana,soria
42125,Deza,soria
42158,Duruelo de la Sierra,soria
42224,Escobosa de Almazán,soria
42141,Espeja de San Marcelino,soria
42142,Espeja de San Marcelino,soria
42215,Frechilla de Almazán,soria
42143,Fuentearmegil,soria
42339,Fuentecambrón,soria
42170,Fuentelsaz de Soria,soria
42293,Fuentepinilla,soria
42294,Fuentepinilla,soria
42163,Garray,soria
42190,Golmayo,soria
42192,Golmayo,soria
42120,Gómara,soria
42112,Hinojosa del Campo,soria
42320,Langa de Duero,soria
42329,Langa de Duero,soria
42341,Liceras,soria
42230,Medinaceli,soria
42240,Medinaceli,soria
42248,Medinaceli,soria
42296,Miño de Medinaceli,soria
42155,Molinos de Duero,soria
42156,Molinos de Duero,soria
42220,Monteagudo de las Vicarías,soria
42315,Montejo de Tiermes,soria
42342,Montejo de Tiermes,soria
42343,Montejo de Tiermes,soria
42344,Montejo de Tiermes,soria
42189,Narros,soria
42149,Navaleno,soria
42132,Noviercas,soria
42110,Ólvega,soria
42172,Oncala,soria
42136,Portillo de Soria,soria
42291,Quintana Redonda,soria
42292,Quintana Redonda,soria
42314,Recuerda,soria
42316,Retortillo de Soria,soria
42194,Rioseco de Soria,soria
42165,Rollamienta,soria
42153,El Royo,soria
42159,El Royo,soria
42330,San Esteban de Gormaz,soria
42340,San Esteban de Gormaz,soria
42345,San Esteban de Gormaz,soria
42140,San Leonardo de Yagüe,soria
42176,Santa Cruz de Yanguas,soria
42260,Santa María de Huerta,soria
42001,Soria,soria
42002,Soria,soria
42003,Soria,soria
42004,Soria,soria
42005,Soria,soria
42152,Soria,soria
42166,Sotillo del Rincón,soria
42317,Talveila,soria
42392,Velamazán,soria
42177,Villar del Río,soria
42150,Vinuesa,soria
42151,Vinuesa,soria
42109,Vozmediano,soria
43714,Aiguamúrcia,tarragona
43815,Aiguamúrcia,tarragona
43716,Albinyana,tarragona
43718,Albinyana,tarragona
43479,L'Albiol,tarragona
43530,Alcanar,tarragona
43569,Alcanar,tarragona
43460,Alcover,tarragona
43591,Aldover,tarragona
